"order";"family";"feature";"data_set";"tolerance";"case_def"
287;"Run length 3D-avg";"Run entropy";"case_5";0.00665295934200465;"B"
287;"Run length 3D-avg";"Run entropy";"case_1";0.0108286152768655;"B"
287;"Run length 3D-avg";"Run entropy";"case_3";0.0167683811177917;"B"
288;"Run length 3D-comb";"Short runs emphasis";"case_2";0.000368706747880193;"B"
288;"Run length 3D-comb";"Short runs emphasis";"case_4";0;"B"
288;"Run length 3D-comb";"Short runs emphasis";"case_5";0.00170762147833439;"B"
288;"Run length 3D-comb";"Short runs emphasis";"case_1";0.00139935301503842;"B"
288;"Run length 3D-comb";"Short runs emphasis";"case_3";0.00210451007479508;"B"
289;"Run length 3D-comb";"Long runs emphasis";"case_2";0.023376883861716;"B"
289;"Run length 3D-comb";"Long runs emphasis";"case_4";0;"B"
289;"Run length 3D-comb";"Long runs emphasis";"case_5";0.0367798118161311;"B"
289;"Run length 3D-comb";"Long runs emphasis";"case_1";0.015980187306166;"B"
289;"Run length 3D-comb";"Long runs emphasis";"case_3";0.0301878169878355;"B"
290;"Run length 3D-comb";"Low grey level run emphasis";"case_2";0.000510594374986538;"B"
290;"Run length 3D-comb";"Low grey level run emphasis";"case_4";0;"B"
290;"Run length 3D-comb";"Low grey level run emphasis";"case_5";0.000545265952810391;"B"
290;"Run length 3D-comb";"Low grey level run emphasis";"case_1";0.000296273839;"B"
290;"Run length 3D-comb";"Low grey level run emphasis";"case_3";3.90068462297423e-05;"B"
291;"Run length 3D-comb";"High grey level run emphasis";"case_2";10.0469589386973;"B"
291;"Run length 3D-comb";"High grey level run emphasis";"case_4";0;"B"
291;"Run length 3D-comb";"High grey level run emphasis";"case_5";6.60743092483733;"B"
291;"Run length 3D-comb";"High grey level run emphasis";"case_1";1.48143499053096;"B"
291;"Run length 3D-comb";"High grey level run emphasis";"case_3";8.04724557240938;"B"
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_2";0.000486127340062065;"B"
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_4";0;"B"
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_5";0.000519868664732402;"B"
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_1";0.000291863286760571;"B"
292;"Run length 3D-comb";"Short run low grey level emphasis";"case_3";3.77212984079455e-05;"B"
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_2";7.96223072817358;"B"
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_4";0;"B"
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_5";6.28462196338898;"B"
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_1";0.696138235547696;"B"
293;"Run length 3D-comb";"Short run high grey level emphasis";"case_3";3.66675342002773;"B"
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_2";0.000685990607460218;"B"
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_4";0;"B"
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_5";0.000761130096503621;"B"
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_1";0.000287656958651824;"B"
294;"Run length 3D-comb";"Long run low grey level emphasis";"case_3";3.2890372268829e-05;"B"
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_2";20.9202520004391;"B"
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_4";0;"B"
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_5";3.27598603114818;"B"
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_1";9.60316705382913;"B"
295;"Run length 3D-comb";"Long run high grey level emphasis";"case_3";63.2655888982638;"B"
296;"Run length 3D-comb";"Grey level non-uniformity";"case_2";73.8547443004345;"B"
296;"Run length 3D-comb";"Grey level non-uniformity";"case_4";0;"B"
296;"Run length 3D-comb";"Grey level non-uniformity";"case_5";544.193891545559;"B"
296;"Run length 3D-comb";"Grey level non-uniformity";"case_1";38.5735248623976;"B"
296;"Run length 3D-comb";"Grey level non-uniformity";"case_3";16.832365378354;"B"
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_2";0.000586647381094854;"B"
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_4";0;"B"
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_5";0.00061602461359239;"B"
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_1";0.00148115162145071;"B"
297;"Run length 3D-comb";"Grey level non-uniformity normalised";"case_3";0.00189924409221384;"B"
298;"Run length 3D-comb";"Run length non-uniformity";"case_2";857.337425126329;"B"
298;"Run length 3D-comb";"Run length non-uniformity";"case_4";0;"B"
298;"Run length 3D-comb";"Run length non-uniformity";"case_5";754.542746596827;"B"
298;"Run length 3D-comb";"Run length non-uniformity";"case_1";1907.78584270694;"B"
298;"Run length 3D-comb";"Run length non-uniformity";"case_3";5121.79636316937;"B"
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_2";0.00057227407682881;"B"
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_4";0;"B"
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_5";0.00269933584088644;"B"
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_1";0.00215309891669103;"B"
299;"Run length 3D-comb";"Run length non-uniformity normalised";"case_3";0.0031480493866127;"B"
300;"Run length 3D-comb";"Run percentage";"case_2";0.00125528858743637;"B"
300;"Run length 3D-comb";"Run percentage";"case_4";0;"B"
300;"Run length 3D-comb";"Run percentage";"case_5";0.00312064362719215;"B"
300;"Run length 3D-comb";"Run percentage";"case_1";0.00153384457896159;"B"
300;"Run length 3D-comb";"Run percentage";"case_3";0.00234632036282149;"B"
301;"Run length 3D-comb";"Grey level variance";"case_2";0.122264253155893;"B"
301;"Run length 3D-comb";"Grey level variance";"case_4";0;"B"
301;"Run length 3D-comb";"Grey level variance";"case_5";0.179271533819677;"B"
301;"Run length 3D-comb";"Grey level variance";"case_1";0.522661525905906;"B"
301;"Run length 3D-comb";"Grey level variance";"case_3";2.00741462625652;"B"
302;"Run length 3D-comb";"Run length variance";"case_2";0.0149009439362007;"B"
302;"Run length 3D-comb";"Run length variance";"case_4";0;"B"
302;"Run length 3D-comb";"Run length variance";"case_5";0.0201838939010696;"B"
302;"Run length 3D-comb";"Run length variance";"case_1";0.00652979154837338;"B"
302;"Run length 3D-comb";"Run length variance";"case_3";0.012890905236345;"B"
303;"Run length 3D-comb";"Run entropy";"case_2";0.00718083566970491;"B"
303;"Run length 3D-comb";"Run entropy";"case_4";0;"B"
303;"Run length 3D-comb";"Run entropy";"case_5";0.00659310407656246;"B"
303;"Run length 3D-comb";"Run entropy";"case_1";0.0108547593617713;"B"
303;"Run length 3D-comb";"Run entropy";"case_3";0.01678431723212;"B"
304;"Size zone 2D";"Small zone emphasis";"case_2";0.00198995936258204;"B"
304;"Size zone 2D";"Small zone emphasis";"case_4";0;"B"
304;"Size zone 2D";"Small zone emphasis";"case_5";0.00198225562738412;"B"
304;"Size zone 2D";"Small zone emphasis";"case_1";0.00214252207152222;"B"
304;"Size zone 2D";"Small zone emphasis";"case_3";0.00200355910507484;"B"
305;"Size zone 2D";"Large zone emphasis";"case_2";6.99540500224494;"B"
305;"Size zone 2D";"Large zone emphasis";"case_4";0;"B"
305;"Size zone 2D";"Large zone emphasis";"case_5";12.4379265288105;"B"
305;"Size zone 2D";"Large zone emphasis";"case_1";8.46270348501429;"B"
305;"Size zone 2D";"Large zone emphasis";"case_3";7.55962188501604;"B"
306;"Size zone 2D";"Low grey level emphasis";"case_2";0.000868575984467936;"B"
306;"Size zone 2D";"Low grey level emphasis";"case_4";0;"B"
306;"Size zone 2D";"Low grey level emphasis";"case_5";0.00106206541135225;"B"
306;"Size zone 2D";"Low grey level emphasis";"case_1";0.000404086061969328;"B"
306;"Size zone 2D";"Low grey level emphasis";"case_3";5.51592183838143e-05;"B"
307;"Size zone 2D";"High grey level emphasis";"case_2";9.90635352528324;"B"
307;"Size zone 2D";"High grey level emphasis";"case_4";0;"B"
307;"Size zone 2D";"High grey level emphasis";"case_5";7.7664726024593;"B"
307;"Size zone 2D";"High grey level emphasis";"case_1";2.47012215190198;"B"
307;"Size zone 2D";"High grey level emphasis";"case_3";10.7663134125244;"B"
308;"Size zone 2D";"Small zone low grey level emphasis";"case_2";0.000742050893550867;"B"
308;"Size zone 2D";"Small zone low grey level emphasis";"case_4";0;"B"
308;"Size zone 2D";"Small zone low grey level emphasis";"case_5";0.000902008059976271;"B"
308;"Size zone 2D";"Small zone low grey level emphasis";"case_1";0.000373472633849072;"B"
308;"Size zone 2D";"Small zone low grey level emphasis";"case_3";4.66622302542234e-05;"B"
309;"Size zone 2D";"Small zone high grey level emphasis";"case_2";5.68658916062565;"B"
309;"Size zone 2D";"Small zone high grey level emphasis";"case_4";0;"B"
309;"Size zone 2D";"Small zone high grey level emphasis";"case_5";4.71001168353803;"B"
309;"Size zone 2D";"Small zone high grey level emphasis";"case_1";0.875680639659367;"B"
309;"Size zone 2D";"Small zone high grey level emphasis";"case_3";4.25020125312432;"B"
310;"Size zone 2D";"Large zone low grey level emphasis";"case_2";0.0329551681894281;"B"
310;"Size zone 2D";"Large zone low grey level emphasis";"case_4";0;"B"
310;"Size zone 2D";"Large zone low grey level emphasis";"case_5";0.0395059908480341;"B"
310;"Size zone 2D";"Large zone low grey level emphasis";"case_1";0.0160805771224231;"B"
310;"Size zone 2D";"Large zone low grey level emphasis";"case_3";0.00408198059243608;"B"
311;"Size zone 2D";"Large zone high grey level emphasis";"case_2";1880.59940092919;"B"
311;"Size zone 2D";"Large zone high grey level emphasis";"case_4";0;"B"
311;"Size zone 2D";"Large zone high grey level emphasis";"case_5";3996.88965147318;"B"
311;"Size zone 2D";"Large zone high grey level emphasis";"case_1";4233.84358027464;"B"
311;"Size zone 2D";"Large zone high grey level emphasis";"case_3";13327.7944307194;"B"
312;"Size zone 2D";"Grey level non-uniformity";"case_2";0.0489091607149305;"B"
312;"Size zone 2D";"Grey level non-uniformity";"case_4";0;"B"
312;"Size zone 2D";"Grey level non-uniformity";"case_5";0.235033624207426;"B"
312;"Size zone 2D";"Grey level non-uniformity";"case_1";0.0712281221291248;"B"
312;"Size zone 2D";"Grey level non-uniformity";"case_3";0.0461139040344511;"B"
313;"Size zone 2D";"Grey level non uniformity normalised";"case_2";0.000971179479132821;"B"
313;"Size zone 2D";"Grey level non uniformity normalised";"case_4";0;"B"
313;"Size zone 2D";"Grey level non uniformity normalised";"case_5";0.00045009696904867;"B"
313;"Size zone 2D";"Grey level non uniformity normalised";"case_1";0.00132519947025544;"B"
313;"Size zone 2D";"Grey level non uniformity normalised";"case_3";0.00137165208589098;"B"
314;"Size zone 2D";"Zone size non-uniformity";"case_2";2.23268301684081;"B"
314;"Size zone 2D";"Zone size non-uniformity";"case_4";0;"B"
314;"Size zone 2D";"Zone size non-uniformity";"case_5";1.12735886365073;"B"
314;"Size zone 2D";"Zone size non-uniformity";"case_1";3.21789154390964;"B"
314;"Size zone 2D";"Zone size non-uniformity";"case_3";4.81007960226029;"B"
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_2";0.00251134636499272;"B"
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_4";0;"B"
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_5";0.00256968857648694;"B"
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_1";0.00277151419384258;"B"
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_3";0.00270778926875235;"B"
316;"Size zone 2D";"Zone percentage";"case_2";0.000991289669468334;"B"
316;"Size zone 2D";"Zone percentage";"case_4";0;"B"
316;"Size zone 2D";"Zone percentage";"case_5";0.0021287441892497;"B"
316;"Size zone 2D";"Zone percentage";"case_1";0.00245965362433883;"B"
316;"Size zone 2D";"Zone percentage";"case_3";0.00328890623369193;"B"
317;"Size zone 2D";"Grey level variance";"case_2";0.22141132570369;"B"
317;"Size zone 2D";"Grey level variance";"case_4";0;"B"
317;"Size zone 2D";"Grey level variance";"case_5";0.112455331451833;"B"
317;"Size zone 2D";"Grey level variance";"case_1";0.613374278479988;"B"
317;"Size zone 2D";"Grey level variance";"case_3";2.19108568563582;"B"
318;"Size zone 2D";"Zone size variance";"case_2";7.07594666662947;"B"
318;"Size zone 2D";"Zone size variance";"case_4";0;"B"
318;"Size zone 2D";"Zone size variance";"case_5";12.2295258399514;"B"
318;"Size zone 2D";"Zone size variance";"case_1";7.90024379609325;"B"
318;"Size zone 2D";"Zone size variance";"case_3";6.92241241594892;"B"
319;"Size zone 2D";"Zone size entropy";"case_2";0.00376365659107676;"B"
319;"Size zone 2D";"Zone size entropy";"case_4";0;"B"
319;"Size zone 2D";"Zone size entropy";"case_5";0.00432032683432686;"B"
319;"Size zone 2D";"Zone size entropy";"case_1";0.0123253419791511;"B"
319;"Size zone 2D";"Zone size entropy";"case_3";0.0188611795133204;"B"
320;"Size zone 3D";"Small zone emphasis";"case_2";0.000966419727469381;"B"
320;"Size zone 3D";"Small zone emphasis";"case_4";0;"B"
320;"Size zone 3D";"Small zone emphasis";"case_5";0.000812435068571765;"B"
320;"Size zone 3D";"Small zone emphasis";"case_1";0.000512891246601888;"B"
320;"Size zone 3D";"Small zone emphasis";"case_3";0.000458291469107941;"B"
321;"Size zone 3D";"Large zone emphasis";"case_2";96.0749972522632;"B"
321;"Size zone 3D";"Large zone emphasis";"case_4";0;"B"
321;"Size zone 3D";"Large zone emphasis";"case_5";784.570522133076;"B"
321;"Size zone 3D";"Large zone emphasis";"case_1";509.106470499898;"B"
321;"Size zone 3D";"Large zone emphasis";"case_3";771.491066390184;"B"
322;"Size zone 3D";"Low grey level emphasis";"case_2";0.000980502883352338;"B"
322;"Size zone 3D";"Low grey level emphasis";"case_4";0;"B"
322;"Size zone 3D";"Low grey level emphasis";"case_5";0.00127794862616448;"B"
322;"Size zone 3D";"Low grey level emphasis";"case_1";0.000401165864375413;"B"
322;"Size zone 3D";"Low grey level emphasis";"case_3";5.04532670075307e-05;"B"
323;"Size zone 3D";"High grey level emphasis";"case_2";7.00978801010378;"B"
323;"Size zone 3D";"High grey level emphasis";"case_4";0;"B"
323;"Size zone 3D";"High grey level emphasis";"case_5";6.32341584103568;"B"
323;"Size zone 3D";"High grey level emphasis";"case_1";1.33076719960422;"B"
323;"Size zone 3D";"High grey level emphasis";"case_3";5.77600313711535;"B"
324;"Size zone 3D";"Small zone low grey level emphasis";"case_2";0.000658097992182856;"B"
324;"Size zone 3D";"Small zone low grey level emphasis";"case_4";0;"B"
324;"Size zone 3D";"Small zone low grey level emphasis";"case_5";0.000829668081776302;"B"
324;"Size zone 3D";"Small zone low grey level emphasis";"case_1";0.000302147276516269;"B"
324;"Size zone 3D";"Small zone low grey level emphasis";"case_3";3.18724051632684e-05;"B"
325;"Size zone 3D";"Small zone high grey level emphasis";"case_2";4.96277610051697;"B"
325;"Size zone 3D";"Small zone high grey level emphasis";"case_4";0;"B"
325;"Size zone 3D";"Small zone high grey level emphasis";"case_5";4.23825558890213;"B"
325;"Size zone 3D";"Small zone high grey level emphasis";"case_1";0.801509350434104;"B"
325;"Size zone 3D";"Small zone high grey level emphasis";"case_3";3.1786028551059;"B"
326;"Size zone 3D";"Large zone low grey level emphasis";"case_2";1.27090500674017;"B"
326;"Size zone 3D";"Large zone low grey level emphasis";"case_4";0;"B"
326;"Size zone 3D";"Large zone low grey level emphasis";"case_5";3.36362532689166;"B"
326;"Size zone 3D";"Large zone low grey level emphasis";"case_1";1.00604524805983;"B"
326;"Size zone 3D";"Large zone low grey level emphasis";"case_3";0.425140858573111;"B"
327;"Size zone 3D";"Large zone high grey level emphasis";"case_2";277821.640772;"B"
327;"Size zone 3D";"Large zone high grey level emphasis";"case_4";0;"B"
327;"Size zone 3D";"Large zone high grey level emphasis";"case_5";110971.428707437;"B"
327;"Size zone 3D";"Large zone high grey level emphasis";"case_1";258164.046539589;"B"
327;"Size zone 3D";"Large zone high grey level emphasis";"case_3";1384125.58130366;"B"
328;"Size zone 3D";"Grey level non-uniformity";"case_2";3.33988947184557;"B"
328;"Size zone 3D";"Grey level non-uniformity";"case_4";0;"B"
328;"Size zone 3D";"Grey level non-uniformity";"case_5";4.65649298987365;"B"
328;"Size zone 3D";"Grey level non-uniformity";"case_1";2.89382742976107;"B"
328;"Size zone 3D";"Grey level non-uniformity";"case_3";4.52589243334702;"B"
329;"Size zone 3D";"Grey level non uniformity normalised";"case_2";0.000279201331086496;"B"
329;"Size zone 3D";"Grey level non uniformity normalised";"case_4";0;"B"
329;"Size zone 3D";"Grey level non uniformity normalised";"case_5";0.000242510607843428;"B"
329;"Size zone 3D";"Grey level non uniformity normalised";"case_1";0.00011555076674974;"B"
329;"Size zone 3D";"Grey level non uniformity normalised";"case_3";0.000186835353450516;"B"
330;"Size zone 3D";"Zone size non-uniformity";"case_2";20.306029612628;"B"
330;"Size zone 3D";"Zone size non-uniformity";"case_4";0;"B"
330;"Size zone 3D";"Zone size non-uniformity";"case_5";26.7748318354645;"B"
330;"Size zone 3D";"Zone size non-uniformity";"case_1";39.9728781969508;"B"
330;"Size zone 3D";"Zone size non-uniformity";"case_3";87.9415060973296;"B"
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_2";0.00131993452235941;"B"
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_4";0;"B"
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_5";0.00108404698003917;"B"
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_1";0.000694161130811818;"B"
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_3";0.000561292701835597;"B"
332;"Size zone 3D";"Zone percentage";"case_2";0.00102481307996208;"B"
332;"Size zone 3D";"Zone percentage";"case_4";0;"B"
332;"Size zone 3D";"Zone percentage";"case_5";0.000478648993786739;"B"
332;"Size zone 3D";"Zone percentage";"case_1";0.00197228587555239;"B"
332;"Size zone 3D";"Zone percentage";"case_3";0.00235806538021589;"B"
333;"Size zone 3D";"Grey level variance";"case_2";0.992949994722963;"B"
333;"Size zone 3D";"Grey level variance";"case_4";0;"B"
333;"Size zone 3D";"Grey level variance";"case_5";0.703850330116671;"B"
333;"Size zone 3D";"Grey level variance";"case_1";0.0824691249153819;"B"
333;"Size zone 3D";"Grey level variance";"case_3";0.528840657401089;"B"
334;"Size zone 3D";"Zone size variance";"case_2";95.7500564344517;"B"
334;"Size zone 3D";"Zone size variance";"case_4";0;"B"
334;"Size zone 3D";"Zone size variance";"case_5";784.647068628192;"B"
334;"Size zone 3D";"Zone size variance";"case_1";507.455893260395;"B"
334;"Size zone 3D";"Zone size variance";"case_3";769.495447255662;"B"
335;"Size zone 3D";"Zone size entropy";"case_2";0.00504072564289317;"B"
335;"Size zone 3D";"Zone size entropy";"case_4";0;"B"
335;"Size zone 3D";"Zone size entropy";"case_5";0.00534250489110724;"B"
335;"Size zone 3D";"Zone size entropy";"case_1";0.00319752753185383;"B"
335;"Size zone 3D";"Zone size entropy";"case_3";0.00729958541463893;"B"
336;"Distance zone 2D";"Small distance emphasis";"case_2";0.00359072201834723;"B"
336;"Distance zone 2D";"Small distance emphasis";"case_4";0;"B"
336;"Distance zone 2D";"Small distance emphasis";"case_5";0.0015241437010876;"B"
336;"Distance zone 2D";"Small distance emphasis";"case_1";0.00462745621771362;"B"
336;"Distance zone 2D";"Small distance emphasis";"case_3";0.0039153164522333;"B"
337;"Distance zone 2D";"Large distance emphasis";"case_2";0.143732163322347;"B"
337;"Distance zone 2D";"Large distance emphasis";"case_4";0;"B"
337;"Distance zone 2D";"Large distance emphasis";"case_5";0.138542511363649;"B"
337;"Distance zone 2D";"Large distance emphasis";"case_1";0.206497429768976;"B"
337;"Distance zone 2D";"Large distance emphasis";"case_3";0.180127863926784;"B"
338;"Distance zone 2D";"Low grey level emphasis";"case_2";0.000868575984467936;"B"
338;"Distance zone 2D";"Low grey level emphasis";"case_4";0;"B"
338;"Distance zone 2D";"Low grey level emphasis";"case_5";0.00106206541135225;"B"
338;"Distance zone 2D";"Low grey level emphasis";"case_1";0.000404086061969328;"B"
338;"Distance zone 2D";"Low grey level emphasis";"case_3";5.51592183838143e-05;"B"
339;"Distance zone 2D";"High grey level emphasis";"case_2";9.90635352528324;"B"
339;"Distance zone 2D";"High grey level emphasis";"case_4";0;"B"
339;"Distance zone 2D";"High grey level emphasis";"case_5";7.7664726024593;"B"
339;"Distance zone 2D";"High grey level emphasis";"case_1";2.47012215190198;"B"
339;"Distance zone 2D";"High grey level emphasis";"case_3";10.7663134125244;"B"
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_2";0.000394579657846801;"B"
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_4";0;"B"
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_5";0.000386415452425635;"B"
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_1";0.000221948147511691;"B"
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_3";3.09614517760232e-05;"B"
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_2";5.3441081504575;"B"
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_4";0;"B"
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_5";2.93555049735207;"B"
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_1";3.23770442013133;"B"
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_3";11.1954126514249;"B"
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_2";0.0171109892363039;"B"
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_4";0;"B"
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_5";0.0247456847860832;"B"
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_1";0.0109761530642285;"B"
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_3";0.000867503746317433;"B"
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_2";231.077367159097;"B"
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_4";0;"B"
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_5";234.086531263803;"B"
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_1";68.7995364808685;"B"
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_3";150.494920531715;"B"
344;"Distance zone 2D";"Grey level non-uniformity";"case_2";0.0489091607149305;"B"
344;"Distance zone 2D";"Grey level non-uniformity";"case_4";0;"B"
344;"Distance zone 2D";"Grey level non-uniformity";"case_5";0.235033624207426;"B"
344;"Distance zone 2D";"Grey level non-uniformity";"case_1";0.0712281221291248;"B"
344;"Distance zone 2D";"Grey level non-uniformity";"case_3";0.0461139040344511;"B"
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_2";0.000971179479132821;"B"
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_4";0;"B"
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_5";0.00045009696904867;"B"
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_1";0.00132519947025544;"B"
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_3";0.00137165208589098;"B"
346;"Distance zone 2D";"Zone distance non-uniformity";"case_2";0.197482076585502;"B"
346;"Distance zone 2D";"Zone distance non-uniformity";"case_4";0;"B"
346;"Distance zone 2D";"Zone distance non-uniformity";"case_5";0.0409635687758037;"B"
346;"Distance zone 2D";"Zone distance non-uniformity";"case_1";0.295885909003581;"B"
346;"Distance zone 2D";"Zone distance non-uniformity";"case_3";0.637253478517495;"B"
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_2";0.00168825286531962;"B"
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_4";0;"B"
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_5";0.000451910456101026;"B"
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_1";0.00217056846726422;"B"
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_3";0.00198777571359716;"B"
348;"Distance zone 2D";"Zone percentage";"case_2";0.000991289669468334;"B"
348;"Distance zone 2D";"Zone percentage";"case_4";0;"B"
348;"Distance zone 2D";"Zone percentage";"case_5";0.0021287441892497;"B"
348;"Distance zone 2D";"Zone percentage";"case_1";0.00245965362433883;"B"
348;"Distance zone 2D";"Zone percentage";"case_3";0.00328890623369193;"B"
349;"Distance zone 2D";"Grey level variance";"case_2";0.22141132570369;"B"
349;"Distance zone 2D";"Grey level variance";"case_4";0;"B"
349;"Distance zone 2D";"Grey level variance";"case_5";0.112455331451833;"B"
349;"Distance zone 2D";"Grey level variance";"case_1";0.613374278479989;"B"
349;"Distance zone 2D";"Grey level variance";"case_3";2.19108568563582;"B"
350;"Distance zone 2D";"Zone distance variance";"case_2";0.0539636135624642;"B"
350;"Distance zone 2D";"Zone distance variance";"case_4";0;"B"
350;"Distance zone 2D";"Zone distance variance";"case_5";0.0560426675732233;"B"
350;"Distance zone 2D";"Zone distance variance";"case_1";0.0547259939132795;"B"
350;"Distance zone 2D";"Zone distance variance";"case_3";0.040790073554159;"B"
351;"Distance zone 2D";"Zone distance entropy";"case_2";0.0180841769708011;"B"
351;"Distance zone 2D";"Zone distance entropy";"case_4";0;"B"
351;"Distance zone 2D";"Zone distance entropy";"case_5";0.00687136923814302;"B"
351;"Distance zone 2D";"Zone distance entropy";"case_1";0.0308587831402671;"B"
351;"Distance zone 2D";"Zone distance entropy";"case_3";0.0365947619730946;"B"
352;"Distance zone 3D";"Small distance emphasis";"case_2";0.00387374473319639;"B"
352;"Distance zone 3D";"Small distance emphasis";"case_4";0;"B"
352;"Distance zone 3D";"Small distance emphasis";"case_5";0.00490605712033173;"B"
352;"Distance zone 3D";"Small distance emphasis";"case_1";0.00451836962313595;"B"
352;"Distance zone 3D";"Small distance emphasis";"case_3";0.00495469971004457;"B"
353;"Distance zone 3D";"Large distance emphasis";"case_2";0.0575841683452408;"B"
353;"Distance zone 3D";"Large distance emphasis";"case_4";0;"B"
353;"Distance zone 3D";"Large distance emphasis";"case_5";0.150331639620731;"B"
353;"Distance zone 3D";"Large distance emphasis";"case_1";0.0668039897372911;"B"
353;"Distance zone 3D";"Large distance emphasis";"case_3";0.157898787006129;"B"
354;"Distance zone 3D";"Low grey level emphasis";"case_2";0.000980502883352338;"B"
354;"Distance zone 3D";"Low grey level emphasis";"case_4";0;"B"
354;"Distance zone 3D";"Low grey level emphasis";"case_5";0.00127794862616448;"B"
354;"Distance zone 3D";"Low grey level emphasis";"case_1";0.000401165864375413;"B"
354;"Distance zone 3D";"Low grey level emphasis";"case_3";5.04532670075307e-05;"B"
355;"Distance zone 3D";"High grey level emphasis";"case_2";7.00978801010378;"B"
355;"Distance zone 3D";"High grey level emphasis";"case_4";0;"B"
355;"Distance zone 3D";"High grey level emphasis";"case_5";6.32341584103568;"B"
355;"Distance zone 3D";"High grey level emphasis";"case_1";1.33076719960422;"B"
355;"Distance zone 3D";"High grey level emphasis";"case_3";5.77600313711535;"B"
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_2";0.000580512389575118;"B"
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_4";0;"B"
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_5";0.000505447006966052;"B"
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_1";0.000237365232383151;"B"
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_3";3.36525378674584e-05;"B"
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_2";4.92009320560973;"B"
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_4";0;"B"
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_5";4.00828316282273;"B"
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_1";2.3003248039138;"B"
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_3";9.51333720545838;"B"
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_2";0.00584952449362782;"B"
