"order";"family";"feature";"data_set";"tolerance"
310;"Size zone 2D";"Large zone low grey level emphasis";"case_3";0.00408198059243608
311;"Size zone 2D";"Large zone high grey level emphasis";"case_2";1880.59940092919
311;"Size zone 2D";"Large zone high grey level emphasis";"case_4";8391.23976526549
311;"Size zone 2D";"Large zone high grey level emphasis";"case_5";3996.88965147318
311;"Size zone 2D";"Large zone high grey level emphasis";"case_1";4233.84358027464
311;"Size zone 2D";"Large zone high grey level emphasis";"case_3";13327.7944307194
312;"Size zone 2D";"Grey level non-uniformity";"case_2";0.0489091607149305
312;"Size zone 2D";"Grey level non-uniformity";"case_4";0.0942824683519723
312;"Size zone 2D";"Grey level non-uniformity";"case_5";0.235033624207426
312;"Size zone 2D";"Grey level non-uniformity";"case_1";0.0712281221291248
312;"Size zone 2D";"Grey level non-uniformity";"case_3";0.0461139040344511
313;"Size zone 2D";"Grey level non uniformity normalised";"case_2";0.000971179479132821
313;"Size zone 2D";"Grey level non uniformity normalised";"case_4";0.000491682787378679
313;"Size zone 2D";"Grey level non uniformity normalised";"case_5";0.00045009696904867
313;"Size zone 2D";"Grey level non uniformity normalised";"case_1";0.00132519947025544
313;"Size zone 2D";"Grey level non uniformity normalised";"case_3";0.00137165208589098
314;"Size zone 2D";"Zone size non-uniformity";"case_2";2.23268301684081
314;"Size zone 2D";"Zone size non-uniformity";"case_4";1.36776412136482
314;"Size zone 2D";"Zone size non-uniformity";"case_5";1.12735886365073
314;"Size zone 2D";"Zone size non-uniformity";"case_1";3.21789154390964
314;"Size zone 2D";"Zone size non-uniformity";"case_3";4.81007960226029
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_2";0.00251134636499272
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_4";0.000857615313621968
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_5";0.00256968857648694
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_1";0.00277151419384258
315;"Size zone 2D";"Zone size non-uniformity normalised";"case_3";0.00270778926875235
316;"Size zone 2D";"Zone percentage";"case_2";0.000991289669468334
316;"Size zone 2D";"Zone percentage";"case_4";0.001403521532986
316;"Size zone 2D";"Zone percentage";"case_5";0.0021287441892497
316;"Size zone 2D";"Zone percentage";"case_1";0.00245965362433883
316;"Size zone 2D";"Zone percentage";"case_3";0.00328890623369193
317;"Size zone 2D";"Grey level variance";"case_2";0.22141132570369
317;"Size zone 2D";"Grey level variance";"case_4";0.700063904596854
317;"Size zone 2D";"Grey level variance";"case_5";0.112455331451833
317;"Size zone 2D";"Grey level variance";"case_1";0.613374278479988
317;"Size zone 2D";"Grey level variance";"case_3";2.19108568563582
318;"Size zone 2D";"Zone size variance";"case_2";7.07594666662947
318;"Size zone 2D";"Zone size variance";"case_4";49.3656574564761
318;"Size zone 2D";"Zone size variance";"case_5";12.2295258399514
318;"Size zone 2D";"Zone size variance";"case_1";7.90024379609325
318;"Size zone 2D";"Zone size variance";"case_3";6.92241241594892
319;"Size zone 2D";"Zone size entropy";"case_2";0.00376365659107676
319;"Size zone 2D";"Zone size entropy";"case_4";0.00712847308403699
319;"Size zone 2D";"Zone size entropy";"case_5";0.00432032683432686
319;"Size zone 2D";"Zone size entropy";"case_1";0.0123253419791511
319;"Size zone 2D";"Zone size entropy";"case_3";0.0188611795133204
320;"Size zone 3D";"Small zone emphasis";"case_2";0.000966419727469381
320;"Size zone 3D";"Small zone emphasis";"case_4";0.00402138252401906
320;"Size zone 3D";"Small zone emphasis";"case_5";0.000812435068571765
320;"Size zone 3D";"Small zone emphasis";"case_1";0.000512891246601888
320;"Size zone 3D";"Small zone emphasis";"case_3";0.000458291469107941
321;"Size zone 3D";"Large zone emphasis";"case_2";96.0749972522632
321;"Size zone 3D";"Large zone emphasis";"case_4";2803.87223508836
321;"Size zone 3D";"Large zone emphasis";"case_5";784.570522133076
321;"Size zone 3D";"Large zone emphasis";"case_1";509.106470499898
321;"Size zone 3D";"Large zone emphasis";"case_3";771.491066390184
322;"Size zone 3D";"Low grey level emphasis";"case_2";0.000980502883352338
322;"Size zone 3D";"Low grey level emphasis";"case_4";0.000454444410315386
322;"Size zone 3D";"Low grey level emphasis";"case_5";0.00127794862616448
322;"Size zone 3D";"Low grey level emphasis";"case_1";0.000401165864375413
322;"Size zone 3D";"Low grey level emphasis";"case_3";5.04532670075307e-05
323;"Size zone 3D";"High grey level emphasis";"case_2";7.00978801010378
323;"Size zone 3D";"High grey level emphasis";"case_4";9.10876297578889
323;"Size zone 3D";"High grey level emphasis";"case_5";6.32341584103568
323;"Size zone 3D";"High grey level emphasis";"case_1";1.33076719960422
323;"Size zone 3D";"High grey level emphasis";"case_3";5.77600313711535
324;"Size zone 3D";"Small zone low grey level emphasis";"case_2";0.000658097992182856
324;"Size zone 3D";"Small zone low grey level emphasis";"case_4";0.000312675744774926
324;"Size zone 3D";"Small zone low grey level emphasis";"case_5";0.000829668081776302
324;"Size zone 3D";"Small zone low grey level emphasis";"case_1";0.000302147276516269
324;"Size zone 3D";"Small zone low grey level emphasis";"case_3";3.18724051632684e-05
325;"Size zone 3D";"Small zone high grey level emphasis";"case_2";4.96277610051697
325;"Size zone 3D";"Small zone high grey level emphasis";"case_4";6.35112446239549
325;"Size zone 3D";"Small zone high grey level emphasis";"case_5";4.23825558890213
325;"Size zone 3D";"Small zone high grey level emphasis";"case_1";0.801509350434104
325;"Size zone 3D";"Small zone high grey level emphasis";"case_3";3.1786028551059
326;"Size zone 3D";"Large zone low grey level emphasis";"case_2";1.27090500674017
326;"Size zone 3D";"Large zone low grey level emphasis";"case_4";12.743627306334
326;"Size zone 3D";"Large zone low grey level emphasis";"case_5";3.36362532689166
326;"Size zone 3D";"Large zone low grey level emphasis";"case_1";1.00604524805983
326;"Size zone 3D";"Large zone low grey level emphasis";"case_3";0.425140858573111
327;"Size zone 3D";"Large zone high grey level emphasis";"case_2";277821.640772
327;"Size zone 3D";"Large zone high grey level emphasis";"case_4";233962.403799865
327;"Size zone 3D";"Large zone high grey level emphasis";"case_5";110971.428707437
327;"Size zone 3D";"Large zone high grey level emphasis";"case_1";258164.046539589
327;"Size zone 3D";"Large zone high grey level emphasis";"case_3";1384125.58130366
328;"Size zone 3D";"Grey level non-uniformity";"case_2";3.33988947184557
328;"Size zone 3D";"Grey level non-uniformity";"case_4";4.61671640307822
328;"Size zone 3D";"Grey level non-uniformity";"case_5";4.65649298987365
328;"Size zone 3D";"Grey level non-uniformity";"case_1";2.89382742976107
328;"Size zone 3D";"Grey level non-uniformity";"case_3";4.52589243334702
329;"Size zone 3D";"Grey level non uniformity normalised";"case_2";0.000279201331086496
329;"Size zone 3D";"Grey level non uniformity normalised";"case_4";0.000728575684932221
329;"Size zone 3D";"Grey level non uniformity normalised";"case_5";0.000242510607843428
329;"Size zone 3D";"Grey level non uniformity normalised";"case_1";0.00011555076674974
329;"Size zone 3D";"Grey level non uniformity normalised";"case_3";0.000186835353450516
330;"Size zone 3D";"Zone size non-uniformity";"case_2";20.306029612628
330;"Size zone 3D";"Zone size non-uniformity";"case_4";9.59314523843358
330;"Size zone 3D";"Zone size non-uniformity";"case_5";26.7748318354645
330;"Size zone 3D";"Zone size non-uniformity";"case_1";39.9728781969508
330;"Size zone 3D";"Zone size non-uniformity";"case_3";87.9415060973296
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_2";0.00131993452235941
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_4";0.00469790326093793
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_5";0.00108404698003917
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_1";0.000694161130811818
331;"Size zone 3D";"Zone size non-uniformity normalised";"case_3";0.000561292701835597
332;"Size zone 3D";"Zone percentage";"case_2";0.00102481307996208
332;"Size zone 3D";"Zone percentage";"case_4";0.000671242576469087
332;"Size zone 3D";"Zone percentage";"case_5";0.000478648993786739
332;"Size zone 3D";"Zone percentage";"case_1";0.00197228587555239
332;"Size zone 3D";"Zone percentage";"case_3";0.00235806538021589
333;"Size zone 3D";"Grey level variance";"case_2";0.992949994722963
333;"Size zone 3D";"Grey level variance";"case_4";1.6394531585319
333;"Size zone 3D";"Grey level variance";"case_5";0.703850330116671
333;"Size zone 3D";"Grey level variance";"case_1";0.0824691249153819
333;"Size zone 3D";"Grey level variance";"case_3";0.528840657401089
334;"Size zone 3D";"Zone size variance";"case_2";95.7500564344517
334;"Size zone 3D";"Zone size variance";"case_4";2802.7780845555
334;"Size zone 3D";"Zone size variance";"case_5";784.647068628192
334;"Size zone 3D";"Zone size variance";"case_1";507.455893260395
334;"Size zone 3D";"Zone size variance";"case_3";769.495447255662
335;"Size zone 3D";"Zone size entropy";"case_2";0.00504072564289317
335;"Size zone 3D";"Zone size entropy";"case_4";0.00692217804798125
335;"Size zone 3D";"Zone size entropy";"case_5";0.00534250489110724
335;"Size zone 3D";"Zone size entropy";"case_1";0.00319752753185383
335;"Size zone 3D";"Zone size entropy";"case_3";0.00729958541463893
336;"Distance zone 2D";"Small distance emphasis";"case_2";0.00359072201834723
336;"Distance zone 2D";"Small distance emphasis";"case_4";0.00157679014913583
336;"Distance zone 2D";"Small distance emphasis";"case_5";0.0015241437010876
336;"Distance zone 2D";"Small distance emphasis";"case_1";0.00462745621771362
336;"Distance zone 2D";"Small distance emphasis";"case_3";0.0039153164522333
337;"Distance zone 2D";"Large distance emphasis";"case_2";0.143732163322347
337;"Distance zone 2D";"Large distance emphasis";"case_4";0.118897520868438
337;"Distance zone 2D";"Large distance emphasis";"case_5";0.138542511363649
337;"Distance zone 2D";"Large distance emphasis";"case_1";0.206497429768976
337;"Distance zone 2D";"Large distance emphasis";"case_3";0.180127863926784
338;"Distance zone 2D";"Low grey level emphasis";"case_2";0.000868575984467936
338;"Distance zone 2D";"Low grey level emphasis";"case_4";0.000815019932051012
338;"Distance zone 2D";"Low grey level emphasis";"case_5";0.00106206541135225
338;"Distance zone 2D";"Low grey level emphasis";"case_1";0.000404086061969328
338;"Distance zone 2D";"Low grey level emphasis";"case_3";5.51592183838143e-05
339;"Distance zone 2D";"High grey level emphasis";"case_2";9.90635352528324
339;"Distance zone 2D";"High grey level emphasis";"case_4";14.6369974390374
339;"Distance zone 2D";"High grey level emphasis";"case_5";7.7664726024593
339;"Distance zone 2D";"High grey level emphasis";"case_1";2.47012215190198
339;"Distance zone 2D";"High grey level emphasis";"case_3";10.7663134125244
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_2";0.000394579657846801
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_4";0.000717805946694519
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_5";0.000386415452425635
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_1";0.000221948147511691
340;"Distance zone 2D";"Small distance low grey level emphasis";"case_3";3.09614517760232e-05
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_2";5.3441081504575
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_4";6.79512734564299
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_5";2.93555049735207
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_1";3.23770442013133
341;"Distance zone 2D";"Small distance high grey level emphasis";"case_3";11.1954126514249
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_2";0.0171109892363039
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_4";0.00961004071426331
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_5";0.0247456847860832
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_1";0.0109761530642285
342;"Distance zone 2D";"Large distance low grey level emphasis";"case_3";0.000867503746317433
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_2";231.077367159097
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_4";376.8804309209
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_5";234.086531263803
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_1";68.7995364808685
343;"Distance zone 2D";"Large distance high grey level emphasis";"case_3";150.494920531715
344;"Distance zone 2D";"Grey level non-uniformity";"case_2";0.0489091607149305
344;"Distance zone 2D";"Grey level non-uniformity";"case_4";0.0942824683519723
344;"Distance zone 2D";"Grey level non-uniformity";"case_5";0.235033624207426
344;"Distance zone 2D";"Grey level non-uniformity";"case_1";0.0712281221291248
344;"Distance zone 2D";"Grey level non-uniformity";"case_3";0.0461139040344511
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_2";0.000971179479132821
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_4";0.000491682787378679
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_5";0.00045009696904867
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_1";0.00132519947025544
345;"Distance zone 2D";"Grey level non-uniformity normalised";"case_3";0.00137165208589098
346;"Distance zone 2D";"Zone distance non-uniformity";"case_2";0.197482076585502
346;"Distance zone 2D";"Zone distance non-uniformity";"case_4";0.447434299838977
346;"Distance zone 2D";"Zone distance non-uniformity";"case_5";0.0409635687758037
346;"Distance zone 2D";"Zone distance non-uniformity";"case_1";0.295885909003581
346;"Distance zone 2D";"Zone distance non-uniformity";"case_3";0.637253478517495
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_2";0.00168825286531962
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_4";0.000943027045735707
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_5";0.000451910456101026
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_1";0.00217056846726422
347;"Distance zone 2D";"Zone distance non-uniformity normalised";"case_3";0.00198777571359716
348;"Distance zone 2D";"Zone percentage";"case_2";0.000991289669468334
348;"Distance zone 2D";"Zone percentage";"case_4";0.001403521532986
348;"Distance zone 2D";"Zone percentage";"case_5";0.0021287441892497
348;"Distance zone 2D";"Zone percentage";"case_1";0.00245965362433883
348;"Distance zone 2D";"Zone percentage";"case_3";0.00328890623369193
349;"Distance zone 2D";"Grey level variance";"case_2";0.22141132570369
349;"Distance zone 2D";"Grey level variance";"case_4";0.700063904596854
349;"Distance zone 2D";"Grey level variance";"case_5";0.112455331451833
349;"Distance zone 2D";"Grey level variance";"case_1";0.613374278479989
349;"Distance zone 2D";"Grey level variance";"case_3";2.19108568563582
350;"Distance zone 2D";"Zone distance variance";"case_2";0.0539636135624642
350;"Distance zone 2D";"Zone distance variance";"case_4";0.0645764661953059
350;"Distance zone 2D";"Zone distance variance";"case_5";0.0560426675732233
350;"Distance zone 2D";"Zone distance variance";"case_1";0.0547259939132795
350;"Distance zone 2D";"Zone distance variance";"case_3";0.040790073554159
351;"Distance zone 2D";"Zone distance entropy";"case_2";0.0180841769708011
351;"Distance zone 2D";"Zone distance entropy";"case_4";0.00812759693025509
351;"Distance zone 2D";"Zone distance entropy";"case_5";0.00687136923814302
351;"Distance zone 2D";"Zone distance entropy";"case_1";0.0308587831402671
351;"Distance zone 2D";"Zone distance entropy";"case_3";0.0365947619730946
352;"Distance zone 3D";"Small distance emphasis";"case_2";0.00387374473319639
352;"Distance zone 3D";"Small distance emphasis";"case_4";0.00289439598272533
352;"Distance zone 3D";"Small distance emphasis";"case_5";0.00490605712033173
352;"Distance zone 3D";"Small distance emphasis";"case_1";0.00451836962313595
352;"Distance zone 3D";"Small distance emphasis";"case_3";0.00495469971004457
353;"Distance zone 3D";"Large distance emphasis";"case_2";0.0575841683452408
353;"Distance zone 3D";"Large distance emphasis";"case_4";0.0690339626461602
353;"Distance zone 3D";"Large distance emphasis";"case_5";0.150331639620731
353;"Distance zone 3D";"Large distance emphasis";"case_1";0.0668039897372911
353;"Distance zone 3D";"Large distance emphasis";"case_3";0.157898787006129
354;"Distance zone 3D";"Low grey level emphasis";"case_2";0.000980502883352338
354;"Distance zone 3D";"Low grey level emphasis";"case_4";0.000454444410315386
354;"Distance zone 3D";"Low grey level emphasis";"case_5";0.00127794862616448
354;"Distance zone 3D";"Low grey level emphasis";"case_1";0.000401165864375413
354;"Distance zone 3D";"Low grey level emphasis";"case_3";5.04532670075307e-05
355;"Distance zone 3D";"High grey level emphasis";"case_2";7.00978801010378
355;"Distance zone 3D";"High grey level emphasis";"case_4";9.10876297578889
355;"Distance zone 3D";"High grey level emphasis";"case_5";6.32341584103568
355;"Distance zone 3D";"High grey level emphasis";"case_1";1.33076719960422
355;"Distance zone 3D";"High grey level emphasis";"case_3";5.77600313711535
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_2";0.000580512389575118
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_4";0.000488858067259299
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_5";0.000505447006966052
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_1";0.000237365232383151
356;"Distance zone 3D";"Small distance low grey level emphasis";"case_3";3.36525378674584e-05
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_2";4.92009320560973
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_4";5.38723252580421
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_5";4.00828316282273
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_1";2.3003248039138
357;"Distance zone 3D";"Small distance high grey level emphasis";"case_3";9.51333720545838
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_2";0.00584952449362782
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_4";0.00301495314792837
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_5";0.019438100564218
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_1";0.00313686379970463
358;"Distance zone 3D";"Large distance low grey level emphasis";"case_3";0.000420898811174375
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_2";52.2802187985354
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_4";96.0323426464623
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_5";76.3545521297956
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_1";17.2999700379495
359;"Distance zone 3D";"Large distance high grey level emphasis";"case_3";127.883731070448
360;"Distance zone 3D";"Grey level non-uniformity";"case_2";3.33988947184557
360;"Distance zone 3D";"Grey level non-uniformity";"case_4";4.61671640307822
360;"Distance zone 3D";"Grey level non-uniformity";"case_5";4.65649298987365
360;"Distance zone 3D";"Grey level non-uniformity";"case_1";2.89382742976107
360;"Distance zone 3D";"Grey level non-uniformity";"case_3";4.52589243334702
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_2";0.000279201331086496
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_4";0.000728575684932221
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_5";0.000242510607843428
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_1";0.00011555076674974
361;"Distance zone 3D";"Grey level non-uniformity normalised";"case_3";0.000186835353450516
362;"Distance zone 3D";"Zone distance non-uniformity";"case_2";5.83115629657057
362;"Distance zone 3D";"Zone distance non-uniformity";"case_4";9.42363758800795
362;"Distance zone 3D";"Zone distance non-uniformity";"case_5";5.0790376427436
362;"Distance zone 3D";"Zone distance non-uniformity";"case_1";9.86305104024588
362;"Distance zone 3D";"Zone distance non-uniformity";"case_3";26.5682070141103
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_2";0.00269873574977658
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_4";0.00240448081480515
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_5";0.00250025451706978
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_1";0.00317333744446312
363;"Distance zone 3D";"Zone distance non-uniformity normalised";"case_3";0.00360211585568775
364;"Distance zone 3D";"Zone percentage";"case_2";0.00102481307996208
364;"Distance zone 3D";"Zone percentage";"case_4";0.000671242576469087
364;"Distance zone 3D";"Zone percentage";"case_5";0.000478648993786739
364;"Distance zone 3D";"Zone percentage";"case_1";0.00197228587555239
364;"Distance zone 3D";"Zone percentage";"case_3";0.00235806538021589
365;"Distance zone 3D";"Grey level variance";"case_2";0.992949994722963
365;"Distance zone 3D";"Grey level variance";"case_4";1.6394531585319
365;"Distance zone 3D";"Grey level variance";"case_5";0.703850330116671
365;"Distance zone 3D";"Grey level variance";"case_1";0.0824691249153823
365;"Distance zone 3D";"Grey level variance";"case_3";0.528840657401089
366;"Distance zone 3D";"Zone distance variance";"case_2";0.0198481991373718
366;"Distance zone 3D";"Zone distance variance";"case_4";0.0354820330879092
366;"Distance zone 3D";"Zone distance variance";"case_5";0.0331926521579394
366;"Distance zone 3D";"Zone distance variance";"case_1";0.0119330325118466
366;"Distance zone 3D";"Zone distance variance";"case_3";0.0492701417816417
367;"Distance zone 3D";"Zone distance entropy";"case_2";0.00628742349280031
367;"Distance zone 3D";"Zone distance entropy";"case_4";0.0246276021074424
367;"Distance zone 3D";"Zone distance entropy";"case_5";0.00703401177173668
367;"Distance zone 3D";"Zone distance entropy";"case_1";0.0137352777219431
367;"Distance zone 3D";"Zone distance entropy";"case_3";0.0231992758089439
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_2";0.000410374844543167
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_4";0.000265148453897616
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_5";0.000274620643481941
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_1";0.000445027961661462
368;"Neighbourhood grey tone difference 2D";"Coarseness";"case_3";0.000180968810429608
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_2";0.000814313892198235
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_4";0.00280359127099311
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_5";0.000729325489244971
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_1";0.00152321527715478
369;"Neighbourhood grey tone difference 2D";"Contrast";"case_3";0.00311790629937887
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_2";0.00395371398640629
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_4";0.00678345728186722
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_5";0.00401084296376208
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_1";0.000826504920260211
370;"Neighbourhood grey tone difference 2D";"Busyness";"case_3";0.000150156637164469
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_2";5.65458992657397
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_4";12.3249844601547
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_5";7.77305061302775
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_1";7.75314328212031
371;"Neighbourhood grey tone difference 2D";"Complexity";"case_3";28.4913043364722
372;"Neighbourhood grey tone difference 2D";"Strength";"case_2";0.219131938466927
372;"Neighbourhood grey tone difference 2D";"Strength";"case_4";0.260316616896836
372;"Neighbourhood grey tone difference 2D";"Strength";"case_5";0.141221320572571
372;"Neighbourhood grey tone difference 2D";"Strength";"case_1";0.0714514727203494
372;"Neighbourhood grey tone difference 2D";"Strength";"case_3";0.0457225860407702
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_2";2.6471544676057e-06
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_4";3.0821172992131e-06
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_5";3.31733639583214e-06
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_1";2.47817394030062e-06
373;"Neighbourhood grey tone difference 3D";"Coarseness";"case_3";3.2530247655831e-06
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_2";0.000356441379618042
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_4";0.000601893077270508
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_5";0.00020519118170251
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_1";0.000808662576659055
374;"Neighbourhood grey tone difference 3D";"Contrast";"case_3";0.00168288745045653
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_2";0.0686776144508115
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_4";0.127352044351129
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_5";0.0998608161825751
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_1";0.00696810034163156
375;"Neighbourhood grey tone difference 3D";"Busyness";"case_3";0.00912571821938122
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_2";4.1214272091329
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_4";5.03272969230686
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_5";2.44537709459412
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_1";20.5088739024597
376;"Neighbourhood grey tone difference 3D";"Complexity";"case_3";49.2156825946406
377;"Neighbourhood grey tone difference 3D";"Strength";"case_2";0.00596364026008959
377;"Neighbourhood grey tone difference 3D";"Strength";"case_4";0.00736975735934171
377;"Neighbourhood grey tone difference 3D";"Strength";"case_5";0.00219722118536152
377;"Neighbourhood grey tone difference 3D";"Strength";"case_1";0.00158697383987044
377;"Neighbourhood grey tone difference 3D";"Strength";"case_3";0.0133792124315013
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_2";0.000926456495218675
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_4";0.00161181366953424
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_5";0.00152182627256618
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_1";0.00224920007123739
378;"Neighbouring grey level dependence 2D";"Low dependence emphasis";"case_3";0.00284200695706239
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_2";0.131496358788048
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_4";0.371055999700019
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_5";0.218505754211369
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_1";0.0807820175734863
379;"Neighbouring grey level dependence 2D";"High dependence emphasis";"case_3";0.120504631664778
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_2";0.000367178595547328
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_4";0.000818238505775196
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_5";0.000527060756041991
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_1";0.00015226619376796
380;"Neighbouring grey level dependence 2D";"Low grey level count emphasis";"case_3";3.286721230824e-05
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_2";9.52228846804979
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_4";15.3617069779754
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_5";6.76120655726139
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_1";1.13231050852282
381;"Neighbouring grey level dependence 2D";"High grey level count emphasis";"case_3";5.93802362686413
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_2";0.000223820797908475
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_4";0.000182045803071936
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_5";0.000342227922594639
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_1";0.00014654082977855
382;"Neighbouring grey level dependence 2D";"Low dependence low grey level emphasis";"case_3";2.00867750476863e-05
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_2";2.16745114318191
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_4";3.36450017466339
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_5";3.01850257299332
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_1";0.302903138996086
383;"Neighbouring grey level dependence 2D";"Low dependence high grey level emphasis";"case_3";1.19883805258374
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_2";0.00191378399798717
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_4";0.0196290071625642
384;"Neighbouring grey level dependence 2D";"High dependence low grey level emphasis";"case_5";0.00212904372254571
